symbol	psymbol	NM	ENSG
MEOX2	GAX	NM_005924	ENSG00000106511
MEP1A	MEP1A	NM_005588	ENSG00000112818
MESP1	MESP1	NM_018670	ENSG00000166823
MEST	MEST	NM_002402	ENSG00000106484
METAP1	METAP1	NM_015143	ENSG00000164024
METAP1D	METAP1D	NM_199227	ENSG00000172878
METAP2	METAP2	NM_006838	ENSG00000111142
METRN	C16orf23	NM_024042	ENSG00000103260
METTL1	C12orf1	NM_005371	ENSG00000037897
METTL2A	METTL2A	NM_181725	ENSG00000087995
METTL2B	METTL2	NM_018396	ENSG00000165055
METTL3	METTL3	NM_019852	ENSG00000165819
METTL4	METTL4	NM_022840	ENSG00000101574
METTL5	METTL5	NM_014168	ENSG00000138382
METTL6	METTL6	NM_152396	ENSG00000206562
METTL7A	METTL7A	NM_014033	ENSG00000185432
METTL7B	METTL7B	NM_152637	ENSG00000170439
METTL8	METTL8	NM_024770	ENSG00000123600
METTL9	METTL9	NM_016025	ENSG00000197006
METTL11B	C1orf184	NM_001136107	ENSG00000203740
METTL14	METTL14	NM_020961	ENSG00000145388
METTL15	METT5D1	NM_152636	ENSG00000169519
METTL16	METT10D	NM_024086	ENSG00000127804
METTL17	METT11D1	NM_022734	ENSG00000165792
METTL18	C1orf156	NM_033418	ENSG00000171806
METTL21A	FAM119A	NM_145280	ENSG00000144401
METTL21C	C13orf39	NM_001010977	ENSG00000139780
METTL22	C16orf68	NM_024109	ENSG00000067365
METTL23	C17orf95	NM_001080510	ENSG00000181038
METTL24	C6orf186	NM_001123364	ENSG00000053328
METTL25	C12orf26	NM_032230	ENSG00000127720
METTL26	C16orf13	NM_001040160	ENSG00000130731
METTL27	WBSCR27	NM_152559	ENSG00000165171
MEX3A	RKHD4	NM_001093725	ENSG00000254726
MEX3B	RKHD3	NM_032246	ENSG00000183496
MEX3C	RKHD2	NM_016626	ENSG00000176624
MEX3D	RKHD1	NM_203304	ENSG00000181588
MFAP1	MFAP1	NM_005926	ENSG00000140259
MFAP2	MFAP2	NM_002403	ENSG00000117122
MFAP3	MFAP3	NM_005927	ENSG00000037749
MFAP3L	MFAP3L	NM_021647	ENSG00000198948
MFAP4	MFAP4	NM_002404	ENSG00000166482
MFAP5	MFAP5	NM_003480	ENSG00000197614
MFF	C2orf33	NM_020194	ENSG00000168958
MFGE8	SPAG10	NM_005928	ENSG00000140545
MFHAS1	MFHAS1	NM_004225	ENSG00000147324
MFN1	MFN1	NM_017927	ENSG00000171109
MFN2	MFN2	NM_014874	ENSG00000116688
MFNG	MFNG	NM_002405	ENSG00000100060
MFRP	MFRP	NM_031433	ENSG00000235718
MFSD1	MFSD1	NM_022736	ENSG00000118855
MFSD2A	MFSD2	NM_032793	ENSG00000168389
MFSD2B	MFSD2B	NM_001080473	ENSG00000205639
MFSD3	MFSD3	NM_138431	ENSG00000167700
MFSD4A	MFSD4	NM_181644	ENSG00000174514
MFSD4B	KIAA1919	NM_153369	ENSG00000173214
MFSD5	MFSD5	NM_032889	ENSG00000182544
MFSD6L	MFSD6L	NM_152599	ENSG00000185156
MFSD8	CLN7	NM_152778	ENSG00000164073
MFSD9	MFSD9	NM_032718	ENSG00000135953
MFSD10	MFSD10	NM_001120	ENSG00000109736
MFSD11	MFSD11	NM_024311	ENSG00000092931
MFSD12	C19orf28	NM_174983	ENSG00000161091
MFSD13A	C10orf77	NM_024789	ENSG00000138111
MFSD13A	TMEM180	NM_024789	ENSG00000138111
MFSD14A	HIAT1	NM_033055	ENSG00000156875
MFSD14B	HIATL1	NM_032558	ENSG00000148110
MFSD14C	HIATL2	NM_032318	ENSG00000196312
MGA	MGA	NM_001164273.1	ENSG00000174197
MGARP	C4orf49	NM_032623	ENSG00000137463
MGAT1	MGAT	NM_001114618	ENSG00000131446
MGAT1	GLYT1	NM_001114618	ENSG00000131446
MGAT2	MGAT2	NM_002408	ENSG00000168282
MGAT3	MGAT3	NM_002409	ENSG00000128268
MGAT4A	MGAT4A	NM_012214	ENSG00000071073
MGAT4B	MGAT4B	NM_014275	ENSG00000161013
MGAT4C	MGAT4C	NM_013244	ENSG00000182050
MGAT5	MGAT5	NM_002410	ENSG00000152127
MGAT5B	MGAT5B	NM_144677	ENSG00000167889
MGLL	MGLL	NM_007283	ENSG00000074416
MGME1	C20orf72	NM_052865	ENSG00000125871
MGMT	MGMT	NM_002412	ENSG00000170430
MGP	MGP	NM_000900	ENSG00000111341
MGST1	GST12	NM_145791	ENSG00000008394
MGST2	MGST2	NM_002413	ENSG00000085871
MGST3	MGST3	NM_004528	ENSG00000143198
MIA2	CTAGE5	NM_054024	ENSG00000150526
MIA2	MGEA	NM_054024	ENSG00000150526
MIA2	MGEA6	NM_054024	ENSG00000150526
MIA3	MIA3	NM_198551	ENSG00000154305
MIB1	MIB1	NM_020774	ENSG00000101752
MIB2	ZZANK1	NM_080875	ENSG00000197530
MICA	MICA	NM_001177519	ENSG00000204520
MICAL1	NICAL	NM_022765	ENSG00000135596
MICAL2	MICAL2	NM_014632	ENSG00000133816
MICALCL	MICALCL	NM_032867	ENSG00000133808
MICALL1	MICALL1	NM_033386	ENSG00000100139
MICALL2	MICALL2	NM_182924	ENSG00000164877
MICB	MICB	NM_005931	ENSG00000204516
MICOS10	C1orf151	NM_001032363	ENSG00000173436
MICOS10	MINOS1	NM_001032363	ENSG00000173436
MICOS13	C19orf70	NM_205767	ENSG00000174917
MICU1	CBARA1	NM_006077	ENSG00000107745
MICU2	EFHA1	NM_152726	ENSG00000165487
MICU3	EFHA2	NM_181723	ENSG00000155970
MID2	MID2	NM_012216	ENSG00000080561
MIEF1	SMCR7L	NM_019008	ENSG00000100335
MIEF2	SMCR7	NM_139162	ENSG00000177427
MIEN1	C17orf37	NM_032339	ENSG00000141741
MIER1	MIER1	NM_020948	ENSG00000198160
MIER2	KIAA1193	NM_017550	ENSG00000105556
MIER3	MIER3	NM_152622	ENSG00000155545
MIF	GLIF	NM_002415	ENSG00000240972
MIGA1	FAM73A	NM_198549	ENSG00000180488
MIGA2	C9orf54	NM_032809	ENSG00000148343
MIGA2	FAM73B	NM_032809	ENSG00000148343
MIIP	MIIP	NM_021933	ENSG00000116691
MINAR1	KIAA1024	NM_015206	ENSG00000169330
MINAR2	KIAA1024L	NM_001257308	ENSG00000186367
MINDY1	FAM63A	NM_018379	ENSG00000143409
MINDY2	FAM63B	NM_019092	ENSG00000128923
MINDY3	C10orf97	NM_024948	ENSG00000148481
MINDY3	FAM188A	NM_024948	ENSG00000148481
MINDY4	C7orf67	NM_032222	ENSG00000106125
MINDY4	FAM188B	NM_032222	ENSG00000106125
MINDY4B	C3orf76	NM_001351281	ENSG00000214237
MINDY4B	FAM188B2	NM_001351281	ENSG00000214237
MINK1	MINK1	NM_015716	ENSG00000141503
MIOS	MIOS	NM_019005	ENSG00000164654
MIOX	ALDRL6	NM_017584	ENSG00000100253
MIPOL1	MIPOL1	NM_138731	ENSG00000151338
MIR1_1HG	C20orf166	NM_178463	ENSG00000174407
MIS12	MIS12	NM_024039	ENSG00000167842
MIS18A	C21orf46	NM_018944	ENSG00000159055
MIS18A	C21orf45	NM_018944	ENSG00000159055
MISP	C19orf21	NM_173481	ENSG00000099812
MITD1	MITD1	NM_138798	ENSG00000158411
MITF	WS2A	NM_198159	ENSG00000187098
MITF	WS2	NM_198159	ENSG00000187098
MKI67	MKI67	NM_002417	ENSG00000148773
MKLN1	MKLN1	NM_013255	ENSG00000128585
MKNK1	MKNK1	NM_003684	ENSG00000079277
MKNK2	GPRK7	NM_199054	ENSG00000099875
MKRN1	MKRN1	NM_013446	ENSG00000133606
MKRN2	MKRN2	NM_014160	ENSG00000075975
MKRN2OS	MKRN2_AS1	NM_001195279	ENSG00000225526
MKRN2OS	C3orf83	NM_001195279	ENSG00000225526
MKRN3	ZNF127	NM_005664	ENSG00000179455
MKRN3	D15S9	NM_005664	ENSG00000179455
MKRN4P	ZNF127L1	NM_030757	ENSG00000238222
MKRN4P	MKRN4	NM_030757	ENSG00000238222
MKRN4P	MKRNP5	NM_030757	ENSG00000238222
MKS1	MKS	NM_017777	ENSG00000011143
MKX	C10orf48	NM_173576	ENSG00000150051
MKX	IRXL1	NM_173576	ENSG00000150051
MLC1	MLC1	NM_015166	ENSG00000100427
MLEC	KIAA0152	NM_014730	ENSG00000110917
MLF1	MLF1	NM_022443	ENSG00000178053
MLH1	COCA2	NM_000249	ENSG00000076242
MLIP	C6orf142	NM_138569	ENSG00000146147
MLLT1	MLLT1	NM_005934	ENSG00000130382
MLLT3	MLLT3	NM_004529	ENSG00000171843
MLLT6	MLLT6	NM_005937	ENSG00000275023
MLLT11	MLLT11	NM_006818	ENSG00000213190
MLNR	GPR38	NM_001507	ENSG00000102539
MLPH	MLPH	NM_024101	ENSG00000115648
MLST8	MLST8	NM_022372	ENSG00000167965
MLXIPL	WBSCR14	NM_032951	ENSG00000009950
MLYCD	MLYCD	NM_012213	ENSG00000103150
MMACHC	MMACHC	NM_015506	ENSG00000132763
MMADHC	C2orf25	NM_015702	ENSG00000168288
MMD2	MMD2	NM_198403	ENSG00000136297
MME	MME	NM_000902	ENSG00000196549
MMEL1	MMEL2	NM_033467	ENSG00000142606
MMGT1	TMEM32	NM_173470	ENSG00000169446
MMP1	CLG	NM_002421	ENSG00000196611
MMP3	STMY1	NM_002422	ENSG00000149968
MMP3	STMY	NM_002422	ENSG00000149968
MMP8	CLG1	NM_002424	ENSG00000118113
MMP11	STMY3	NM_005940	ENSG00000099953
MMP12	MMP12	NM_002426	ENSG00000262406
MMP13	MMP13	NM_002427	ENSG00000137745
MMP14	MMP14	NM_004995	ENSG00000157227
MMP15	MMP15	NM_002428	ENSG00000102996
MMP16	C8orf57	NM_005941	ENSG00000156103
MMP17	MMP17	NM_016155	ENSG00000198598
MMP19	MMP18	NM_002429	ENSG00000123342
MMP23B	MMP22	NM_006983	ENSG00000189409
MMP24	MMP24	NM_006690	ENSG00000125966
MMP24OS	MMP24_AS1	NM_001355003	ENSG00000126005
MMP26	MMP26	NM_021801	ENSG00000167346
MMP27	MMP27	NM_022122	ENSG00000137675
MMP28	MMP28	NM_024302	ENSG00000271447
MMRN1	MMRN	NM_007351	ENSG00000138722
MMRN2	MMRN2	NM_024756	ENSG00000173269
MMS22L	C6orf167	NM_198468	ENSG00000146263
MN1	MGCR	NM_002430	ENSG00000169184
MNAT1	MNAT1	NM_002431	ENSG00000020426
MND1	MND1	NM_032117	ENSG00000121211
MNDA	MNDA	NM_002432	ENSG00000163563
MNS1	MNS1	NM_018365	ENSG00000138587
MNT	MNT	NM_020310	ENSG00000070444
MOB1A	C2orf6	NM_018221	ENSG00000114978
MOB1A	MOBK1B	NM_018221	ENSG00000114978
MOB1A	MOBKL1B	NM_018221	ENSG00000114978
MOB1B	MOBKL1A	NM_173468	ENSG00000173542
MOB2	MOB2	NM_053005	ENSG00000182208
MOB3A	MOBKL2A	NM_130807	ENSG00000172081
MOB3B	MOBKL2B	NM_024761	ENSG00000120162
MOB3B	C9orf35	NM_024761	ENSG00000120162
MOB3C	MOBKL2C	NM_145279	ENSG00000142961
MOB4	PREI3	NM_015387	ENSG00000115540
MOB4	MOBKL3	NM_015387	ENSG00000115540
MOBP	MOBP	NM_006501	ENSG00000168314
MOBP	MOBP	NM_182934	ENSG00000168314
MOBP	MOBP	NM_182935	ENSG00000168314
MOCS1	MOCS1	NM_005943	ENSG00000124615
MOCS2	MOCS2	NM_183418	ENSG00000164172
MOCS3	MOCS3	NM_014484	ENSG00000124217
MOG	MOG	NM_002433	ENSG00000204655
MOGAT1	DGAT2L1	NM_058165	ENSG00000124003
MOGAT2	MOGAT2	NM_025098	ENSG00000166391
MOGAT3	MOGAT3	NM_178176	ENSG00000106384
MOGS	MOGS	NM_006302	ENSG00000115275
MON1A	MON1A	NM_032355	ENSG00000164077
MON1B	MON1B	NM_014940	ENSG00000103111
MON2	MON2	NM_015026	ENSG00000061987
MORC2	ZCWCC1	NM_014941	ENSG00000133422
MORC3	ZCWCC3	NM_015358	ENSG00000159256
MORC4	ZCWCC2	NM_024657	ENSG00000133131
MORF4	SEN	NM_006792	ENSG00000234801
MORF4	SEN1	NM_006792	ENSG00000234801
MORF4L1	MORF4L1	NM_006791	ENSG00000185787
MORF4L2	MORF4L2	NM_012286	ENSG00000123562
MORN1	MORN1	NM_024848	ENSG00000116151
MORN2	MORN2	NM_194270	ENSG00000188010
MORN3	MORN3	NM_173855	ENSG00000139714
MORN4	C10orf83	NM_178832	ENSG00000171160
MORN5	C9orf113	NM_198469	ENSG00000185681
MORN5	C9orf18	NM_198469	ENSG00000185681
MOS	MOS	NM_005372	ENSG00000172680
MOSMO	C16orf52	NM_001164579	ENSG00000185716
MOSPD1	MOSPD1	NM_019556	ENSG00000101928
MOSPD2	MOSPD2	NM_152581	ENSG00000130150
MOSPD3	MOSPD3	NM_023948	ENSG00000106330
MOV10	MOV10	NM_020963	ENSG00000155363
MOV10L1	MOV10L1	NM_018995	ENSG00000073146
MOXD1	MOXD1	NM_015529	ENSG00000079931
MPC1	BRP44L	NM_016098	ENSG00000060762
MPC1L	MPC1L	NM_001195522	ENSG00000238205
MPC2	BRP44	NM_015415	ENSG00000143158
MPDZ	MPDZ	NM_003829	ENSG00000107186
MPHOSPH6	MPHOSPH6	NM_005792	ENSG00000135698
MPHOSPH8	MPHOSPH8	NM_017520	ENSG00000196199
MPHOSPH10	MPHOSPH10	NM_005791	ENSG00000124383
MPIG6B	C6orf25	NM_138272	ENSG00000204420
MPL	MPL	NM_005373	ENSG00000117400
MPLKIP	C7orf11	NM_138701	ENSG00000168303
MPND	MPND	NM_032868	ENSG00000008382
MPP1	DXS552E	NM_002436	ENSG00000130830
MPP2	MPP2	NM_005374	ENSG00000108852
MPP3	MPP3	NM_001932	ENSG00000161647
MPP7	MPP7	NM_173496	ENSG00000150054
MPPE1	MPPE1	NM_023075	ENSG00000154889
MPPED1	C22orf1	NM_001044370	ENSG00000186732
MPPED2	C11orf8	NM_001584	ENSG00000066382
MPRIP	MPRIP	NM_015134	ENSG00000133030
MPST	MPST	NM_001013440	ENSG00000128309
MPV17	MPV17	NM_002437	ENSG00000115204
MPV17L	MPV17L	NM_173803	ENSG00000156968
MPV17L2	MPV17L2	NM_032683	ENSG00000254858
MPZ	CMT1	NM_000530	ENSG00000158887
MPZ	CMT1B	NM_000530	ENSG00000158887
MPZL1	MPZL1	NM_024569	ENSG00000197965
MPZL3	MPZL3	NM_198275	ENSG00000160588
MR1	HLALS	NM_001531	ENSG00000153029
MRAP	C21orf61	NM_178817	ENSG00000170262
MRAP2	C6orf117	NM_138409	ENSG00000135324
MRC1	MRC1L1	NM_002438	ENSG00000260314
MRE11	MRE11A	NM_005591	ENSG00000020922
MREG	MREG	NM_018000	ENSG00000118242
MRFAP1	MRFAP1	NM_033296	ENSG00000179010
MRFAP1L1	MRFAP1L1	NM_152301	ENSG00000178988
MRGBP	C20orf20	NM_018270	ENSG00000101189
MRGPRD	MRGPRD	NM_198923	ENSG00000172938
MRGPRE	GPR167	NM_001039165	ENSG00000184350
MRGPRF	GPR168	NM_145015	ENSG00000172935
MRGPRF	GPR140	NM_145015	ENSG00000172935
MRGPRX1	MRGPRX1	NM_147199	ENSG00000170255
MRGPRX2	MRGPRX2	NM_054030	ENSG00000183695
MRGPRX3	MRGPRX3	NM_054031	ENSG00000179826
MRGPRX4	MRGPRX4	NM_054032	ENSG00000179817
MRM1	MRM1	NM_024864	ENSG00000278619
MRM2	FTSJ2	NM_013393	ENSG00000122687
MRM3	RNMTL1	NM_018146	ENSG00000171861
MRNIP	C5orf45	NM_016175	ENSG00000161010
MRO	C18orf3	NM_031939	ENSG00000134042
MROH1	HEATR7A	NM_032450	ENSG00000179832
MROH2A	HEATR7B1	NM_001287395	ENSG00000185038
MROH2B	HEATR7B2	NM_173489	ENSG00000171495
MROH5	MROH5	NM_207414	ENSG00000226807
MROH6	C8orf73	NM_001100878	ENSG00000204839
MROH7	C1orf175	NM_198547	ENSG00000184313
MROH7	HEATR8	NM_198547	ENSG00000184313
MROH8	C20orf131	NM_152503	ENSG00000101353
MROH8	C20orf132	NM_152503	ENSG00000101353
MROH9	C1orf129	NM_025063	ENSG00000117501
MRPL1	MRPL1	NM_020236	ENSG00000169288
MRPL3	RPML3	NM_007208	ENSG00000114686
MRPL9	MRPL9	NM_031420	ENSG00000143436
MRPL10	MRPL10	NM_145255	ENSG00000159111
MRPL11	MRPL11	NM_016050	ENSG00000174547
MRPL12	RPML12	NM_002949	ENSG00000262814
MRPL13	MRPL13	NM_014078	ENSG00000172172
MRPL14	MRPL14	NM_032111	ENSG00000180992
MRPL15	MRPL15	NM_014175	ENSG00000137547
MRPL16	MRPL16	NM_017840	ENSG00000166902
MRPL19	MRPL19	NM_014763	ENSG00000115364
MRPL20	MRPL20	NM_017971	ENSG00000242485
MRPL21	MRPL21	NM_181512	ENSG00000197345
MRPL23	RPL23L	NM_021134	ENSG00000214026
MRPL24	MRPL24	NM_145729	ENSG00000143314
MRPL32	MRPL32	NM_031903	ENSG00000106591
MRPL33	C2orf1	NM_004891	ENSG00000243147
MRPL35	MRPL35	NM_016622	ENSG00000132313
MRPL36	MRPL36	NM_032479	ENSG00000171421
MRPL37	MRPL37	NM_016491	ENSG00000116221
MRPL38	MRPL38	NM_032478	ENSG00000204316
MRPL39	MRPL39	NM_017446	ENSG00000154719
MRPL40	NLVCF	NM_003776	ENSG00000185608
MRPL41	MRPL41	NM_032477	ENSG00000182154
MRPL42	MRPL42	NM_014050	ENSG00000198015
MRPL44	MRPL44	NM_022915	ENSG00000135900
MRPL45	MRPL45	NM_032351	ENSG00000278845
MRPL46	C15orf4	NM_022163	ENSG00000259494
MRPL47	MRPL47	NM_020409	ENSG00000136522
MRPL48	MRPL48	NM_016055	ENSG00000175581
MRPL49	C11orf4	NM_004927	ENSG00000149792
MRPL50	MRPL50	NM_019051	ENSG00000136897
MRPL51	MRP64	NM_016497	ENSG00000111639
MRPL52	MRPL52	NM_180982	ENSG00000172590
MRPL53	MRPL53	NM_053050	ENSG00000204822
MRPL54	MRPL54	NM_172251	ENSG00000183617
MRPL55	MRPL55	NM_181454	ENSG00000162910
MRPL57	MRP63	NM_024026	ENSG00000173141
MRPL58	ICT1	NM_001545	ENSG00000167862
MRPS5	MRPS5	NM_031902	ENSG00000144029
MRPS6	C21orf101	NM_032476	ENSG00000243927
MRPS9	MRPS9	NM_182640	ENSG00000135972
MRPS11	MRPS11	NM_022839	ENSG00000181991
MRPS14	MRPS14	NM_022100	ENSG00000120333
MRPS15	MRPS15	NM_031280	ENSG00000116898
MRPS17	MRPS17	NM_015969	ENSG00000239789
MRPS18A	MRPS18A	NM_018135	ENSG00000096080
MRPS21	MRPS21	NM_018997	ENSG00000266472
MRPS22	MRPS22	NM_020191	ENSG00000175110
MRPS23	MRPS23	NM_016070	ENSG00000181610
MRPS24	MRPS24	NM_032014	ENSG00000062582
MRPS25	MRPS25	NM_022497	ENSG00000131368
MRPS26	C20orf193	NM_030811	ENSG00000125901
MRPS27	MRPS27	NM_015084	ENSG00000113048
MRPS28	MRPS28	NM_014018	ENSG00000147586
MRPS30	PDCD9	NM_016640	ENSG00000112996
MRPS33	MRPS33	NM_053035	ENSG00000090263
MRPS34	MRPS34	NM_023936	ENSG00000074071
MRPS35	MRPS35	NM_021821	ENSG00000061794
MRPS36	MRPS36	NM_033281	ENSG00000134056
MRRF	MRRF	NM_138777	ENSG00000148187
MRTFA	MKL1	NM_020831	ENSG00000196588
MRTFB	MKL2	NM_014048	ENSG00000186260
MRTO4	C1orf33	NM_016183	ENSG00000053372
MRVI1	MRVI1	NM_001098579	ENSG00000072952
MS4A4E	MS4A4E	NM_001351235	ENSG00000214787
MS4A13	MS4A13	NM_001012417	ENSG00000204979
MS4A18	MS4A18	NM_001354471	ENSG00000214782
MSANTD1	C4orf44	NM_001012982	ENSG00000188981
MSANTD2	C11orf61	NM_024631	ENSG00000120458
MSANTD3	C9orf30	NM_080655	ENSG00000066697
MSANTD3_TMEFF1	C9orf30_TMEFF1	NM_001198812.1	ENSG00000251349
MSANTD4	KIAA1826	NM_032424	ENSG00000170903
MSC	MSC	NM_005098	ENSG00000178860
MSGN1	MSGN1	NM_001105569	ENSG00000151379
MSH3	MSH3	NM_002439	ENSG00000113318
MSH4	MSH4	NM_002440	ENSG00000057468
MSH6	GTBP	NM_000179	ENSG00000116062
MSI1	MSI1	NM_002442	ENSG00000135097
MSL1	MSL1	NM_001012241	ENSG00000188895
MSL2	RNF184	NM_018133	ENSG00000174579
MSL2	MSL2L1	NM_018133	ENSG00000174579
MSL3	MSL3L1	NM_006800	ENSG00000005302
MSLNL	C16orf37	NM_001025190	ENSG00000162006
MSMB	MSMB	NM_002443	ENSG00000263639
MSMB	MSMB	NM_138634	ENSG00000263639
MSMO1	SC4MOL	NM_006745	ENSG00000052802
MSMP	MSMP	NM_001044264	ENSG00000215183
MSN	MSN	NM_002444	ENSG00000147065
MSRA	MSRA	NM_012331	ENSG00000175806
MSRB1	SEPX1	NM_016332	ENSG00000198736
MSRB2	MSRB	NM_012228	ENSG00000148450
MSRB3	DFNB74	NM_198080	ENSG00000174099
MSS51	ZMYND17	NM_178451	ENSG00000166343
MST1	D3F15S2	NM_020998	ENSG00000173531
MST1	HGFL	NM_020998	ENSG00000173531
MST1	DNF15S2	NM_020998	ENSG00000173531
MST1L	MSTP7	NM_001271733	ENSG00000186715
MST1L	MSTP9	NM_001271733	ENSG00000186715
MST1L	MST1P9	NM_001271733	ENSG00000186715
MSTN	GDF8	NM_005259	ENSG00000138379
MSTO1	MSTO1	NM_018116	ENSG00000125459
MT1B	MT1	NM_005947	ENSG00000169688
MT1B	MT1Q	NM_005947	ENSG00000169688
MT1E	MT1	NM_175617	ENSG00000169715
MT1G	MT1	NM_005950	ENSG00000125144
MT1H	MT1	NM_005951	ENSG00000205358
MT1HL1	MT1P2	NM_001039954	ENSG00000244020
MT1X	MT1	NM_005952	ENSG00000187193
MT2A	MT2	NM_005953	ENSG00000125148
MT3	MT3	NM_005954	ENSG00000087250
MT4	MT4	NM_032935	ENSG00000102891
MTA2	MTA1L1	NM_004739	ENSG00000149480
MTA3	MTA3	NM_020744	ENSG00000057935
MTAP	MTAP	NM_002451	ENSG00000099810
MTBP	MTBP	NM_022045	ENSG00000172167
MTCH1	MTCH1	NM_014341	ENSG00000137409
MTCH2	MTCH2	NM_014342	ENSG00000109919
MTCL1	KIAA0802	NM_015210	ENSG00000168502
MTCL1	CCDC165	NM_015210	ENSG00000168502
MTCL1	SOGA2	NM_015210	ENSG00000168502
MTCP1	MTCP1	NM_001018025	ENSG00000214827
MTERF1	MTERF	NM_006980	ENSG00000127989
MTERF2	MTERFD3	NM_025198	ENSG00000120832
MTERF3	MTERFD1	NM_015942	ENSG00000156469
MTERF4	MTERFD2	NM_182501	ENSG00000122085
MTF1	MTF1	NM_005955	ENSG00000188786
MTF2	MTF2	NM_007358	ENSG00000143033
MTFP1	MTFP1	NM_016498	ENSG00000242114
MTFR1	MTFR1	NM_014637	ENSG00000066855
MTFR1L	FAM54B	NM_019557	ENSG00000117640
MTFR2	DUFD1	NM_138419	ENSG00000146410
MTFR2	FAM54A	NM_138419	ENSG00000146410
MTG1	GTPBP7	NM_138384	ENSG00000148824
MTG2	GTPBP5	NM_015666	ENSG00000101181
MTHFD1L	FTHFSDC1	NM_015440	ENSG00000120254
MTHFD2L	MTHFD2L	NM_001004346	ENSG00000163738
MTHFR	MTHFR	NM_005957	ENSG00000177000
MTHFS	MTHFS	NM_006441	ENSG00000136371
MTIF2	MTIF2	NM_002453	ENSG00000085760
MTIF3	MTIF3	NM_152912	ENSG00000122033
MTLN	NCRNA00116	NM_001355251	ENSG00000175701
MTLN	LINC00116	NM_001355251	ENSG00000175701
MTLN	SMIM37	NM_001355251	ENSG00000175701
MTM1	MTM1	NM_000252	ENSG00000171100
MTMR1	MTMR1	NM_003828	ENSG00000063601
MTMR1	MTMR1	NM_176789	ENSG00000063601
MTMR2	CMT4B	NM_016156	ENSG00000087053
MTMR3	MTMR3	NM_021090	ENSG00000100330
MTMR6	MTMR6	NM_004685	ENSG00000139505
MTMR7	MTMR7	NM_004686	ENSG00000003987
MTMR8	MTMR8	NM_017677	ENSG00000102043
MTMR9	C8orf9	NM_015458	ENSG00000104643
MTMR9	MTMR9	NM_015458	ENSG00000104643
MTMR11	MTMR11	NM_181873	ENSG00000014914
MTMR12	PIP3AP	NM_019061	ENSG00000150712
MTMR14	C3orf29	NM_022485	ENSG00000163719
MTO1	MTO1	NM_012123	ENSG00000135297
MTOR	FRAP	NM_004958	ENSG00000198793
MTOR	FRAP2	NM_004958	ENSG00000198793
MTOR	FRAP1	NM_004958	ENSG00000198793
MTPAP	PAPD1	NM_018109	ENSG00000107951
MTPN	MTPN	NM_145808	ENSG00000105887
MTR	MTR	NM_000254	ENSG00000116984
MTREX	KIAA0052	NM_015360	ENSG00000039123
MTREX	SKIV2L2	NM_015360	ENSG00000039123
MTRF1	MTRF1	NM_004294	ENSG00000120662
MTRF1L	MTRF1L	NM_019041	ENSG00000112031
MTRNR2L1	MTRNR2L1	NM_001190452	ENSG00000256618
MTRNR2L2	MTRNR2L2	NM_001190470	ENSG00000271043
MTRNR2L3	MTRNR2L3	NM_001190472	ENSG00000256222
MTRNR2L4	MTRNR2L4	NM_001190476	ENSG00000232196
MTRNR2L5	MTRNR2L5	NM_001190478	ENSG00000249860
MTRNR2L6	MTRNR2L6	NM_001190487	ENSG00000270672
MTRNR2L7	MTRNR2L7	NM_001190489	ENSG00000256892
MTRNR2L8	MTRNR2L8	NM_001190702	ENSG00000255823
MTRNR2L10	MTRNR2L10	NM_001190708	ENSG00000256045
MTSS1	MTSS1	NM_014751	ENSG00000170873
MTSS1L	MTSS1L	NM_138383	ENSG00000132613
MTURN	C7orf41	NM_152793	ENSG00000180354
MTUS1	MTUS1	NM_001001924	ENSG00000129422
MTUS2	KIAA0774	NM_001033602	ENSG00000132938
MTX1	MTX	NM_198883	ENSG00000173171
MTX2	MTX2	NM_006554	ENSG00000128654
MTX3	MTX3	NM_001010891	ENSG00000177034
MUC1	PUM	NM_002456	ENSG00000185499
MUC1	MCKD1	NM_002456	ENSG00000185499
MUC2	MUC2	NM_002457	ENSG00000198788
MUC3A	MUC3	NM_005960	ENSG00000169894
MUC4	MUC4	NM_018406	ENSG00000145113
MUC5AC	MUC5AC	NM_001304359	ENSG00000215182
MUC6	MUC6	NM_005961	ENSG00000184956
MUC7	MUC7	NM_152291	ENSG00000171195
MUC12	MUC11	NM_001164462	ENSG00000205277
MUC13	DRCC1	NM_033049	ENSG00000173702
MUC17	MUC17	NM_001040105	ENSG00000169876
MUC19	MUC19	NM_173600	ENSG00000205592
MUC20	MUC20	NM_152673	ENSG00000176945
MUC21	C6orf205	NM_001010909	ENSG00000204544
MUC22	MUC22	NM_001198815	ENSG00000261272
MUCL3	DPCR1	NM_080870	ENSG00000168631
MUL1	C1orf166	NM_024544	ENSG00000090432
MUSTN1	MUSTN1	NM_205853	ENSG00000272573
MUTYH	MUTYH	NM_012222	ENSG00000132781
MVB12A	FAM125A	NM_138401	ENSG00000141971
MVB12B	C9orf28	NM_033446	ENSG00000196814
MVB12B	FAM125B	NM_033446	ENSG00000196814
MVD	MVD	NM_002461	ENSG00000167508
MVK	MVK	NM_000431	ENSG00000110921
MVP	MVP	NM_005115	ENSG00000013364
MX2	MX2	NM_002463	ENSG00000183486
MXD1	MAD	NM_002357	ENSG00000059728
MXD4	MXD4	NM_006454	ENSG00000123933
MXI1	MXI1	NM_130439	ENSG00000119950
MXRA5	MXRA5	NM_015419	ENSG00000101825
MXRA8	MXRA8	NM_032348	ENSG00000162576
